Offer SKU;Product SKU;Category code;Category label;Product;Offer state;Price;Original price;Quantity;Alert threshold;Logistic Class;Activated;Available Start Date;Available End Date;Discount price;Discount Start Date;Discount End Date;EAN;Inactivity reason;Fulfillment center code
0005349600;M5056798408615;men-accessories-mens_bags_and_wallets;Mens Bags & Wallets;'Aqualuxe' Real Leather Wash Bag;New;59.99;115.00;93;;INIT;yes;;;59.99;;;5056798408615;;DEFAULT
0005261211;M5056798409490;men-clothing-mens_jackets_and_coats;Mens Jackets & Coats;Genuine Bubble Leather Mandarin Collar Biker Jacket;New;265.00;359.00;1;;INIT;yes;;;265.00;;;5056798409490;;DEFAULT
0004949505;M5061027916144;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;'Giada' Leather Fashion Biker Jacket;New;211.72;229.00;1;;INIT;yes;;;211.72;;;5061027916144;;DEFAULT
0004386401;M5060999709693;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;'MB' Real Leather Fashion Biker Jacket;New;152.79;229.00;2;;INIT;yes;;;152.79;;;5060999709693;;DEFAULT
0004929700;M5061027911507;women-accessories-womens_bags_and_purses;Womens Bags & Purses;'Elegante Firenze' Real Leather Tote Bag;New;86.66;129.00;0;;INIT;no;;;86.66;;;5061027911507;Out of stock;DEFAULT
0004131300;M5061049604722;women-accessories-womens_bags_and_purses;Womens Bags & Purses;'Allegra' Patent Leather Small Cross Body Bag;New;59.99;120.00;0;;INIT;no;;;59.99;;;5061049604722;Out of stock;DEFAULT
0004387602;M5060999709792;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;'MB' Real Leather Fashion Biker Jacket;New;152.79;229.00;1;;INIT;yes;;;152.79;;;5060999709792;;DEFAULT
0003856100;M5060821281472;women-accessories-womens_bags_and_purses;Womens Bags & Purses;Vegetable Tanned Real Leather Handbag;New;86.66;115.00;0;;INIT;no;;;86.66;;;5060821281472;Out of stock;DEFAULT
0004939011;M5061049601899;men-clothing-mens_jackets_and_coats;Mens Jackets & Coats;'Ferdinando' Mens Leather Bomber Jacket;New;284.80;305.00;0;;INIT;no;;;284.80;;;5061049601899;Out of stock;DEFAULT
0001660801;M5056798414395;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;'Kashmina' Reversible Toscana Real Sheepskin Suede Leather Gilet;New;399.00;399.00;0;;INIT;no;;;;;;5056798414395;Out of stock;DEFAULT
0005054300;M5061042994196;women-accessories-womens_bags_and_purses;Womens Bags & Purses;'Sogno di Cuoio' Compact Twin Zip Crossbody Bag;New;80.00;80.00;4;;INIT;yes;;;;;;5061042994196;;DEFAULT
0004795300;M5060999707484;men-accessories-mens_bags_and_wallets;Mens Bags & Wallets;Real Leather Card Holder;New;31.99;34.99;5;;INIT;yes;;;31.99;;;5060999707484;;DEFAULT
0005222004;M5056798406550;men-clothing-mens_jackets_and_coats;Mens Jackets & Coats;'Becks' Real Leather Bomber Jacket;New;199.47;259.00;1;;INIT;yes;;;199.47;;;5056798406550;;DEFAULT
0004849303;M5061049601271;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;'Isabella' Real Leather Wide Collar Biker Jacket;New;133.32;229.00;0;;INIT;no;;;133.32;;;5061049601271;Out of stock;DEFAULT
0005217510;M5056798405249;men-clothing-mens_jackets_and_coats;Mens Jackets & Coats;'Nova' Ashwood Leather Contrasting Stripe Biker Jacket;New;263.99;359.00;1;;INIT;yes;;;263.99;;;5056798405249;;DEFAULT
0005259702;M5056798409308;men-clothing-mens_jackets_and_coats;Mens Jackets & Coats;Real Bubble Leather Biker Jacket;New;185.00;279.00;0;;INIT;no;;;185.00;;;5056798409308;Out of stock;DEFAULT
0005232207;M5056798403788;men-clothing-mens_jackets_and_coats;Mens Jackets & Coats;'Luck' Ashwood Leather Fleece Lined Waistcoat;New;185.60;199.00;1;;INIT;yes;;;185.60;;;5056798403788;;DEFAULT
0005255802;M5056798410014;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;'Emilia' Stylish Real Leather Thigh Length Jacket;New;264.99;319.00;2;;INIT;yes;;;264.99;;;5056798410014;;DEFAULT
0004517303;M5056798413855;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;'Kashmina' Reversible Toscana Real Sheepskin Suede Leather Gilet;New;399.00;399.00;0;;INIT;no;;;;;;5056798413855;Out of stock;DEFAULT
0002345002;M5056798413985;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;'Kashmina' Reversible Toscana Real Sheepskin Suede Leather Gilet;New;399.00;399.00;1;;INIT;yes;;;;;;5056798413985;;DEFAULT
0005113309;M5056798401333;men-clothing-mens_jackets_and_coats;Mens Jackets & Coats;'Brando' Classic Leather Bomber Jacket;New;242.13;309.00;0;;INIT;no;;;242.13;;;5056798401333;Out of stock;DEFAULT
0004969603;M5056798414067;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;'Kashmina' Reversible Toscana Real Sheepskin Suede Leather Gilet;New;399.00;399.00;0;;INIT;no;;;;;;5056798414067;Out of stock;DEFAULT
0004306005;M5060999708108;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;'Celia' Leather Fashion Biker Jacket Women Coat;New;186.66;229.00;1;;INIT;yes;;;186.66;;;5060999708108;;DEFAULT
0004852902;M5061049601530;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;'Isabella' Real Leather Wide Collar Biker Jacket;New;133.32;229.00;2;;INIT;yes;;;133.32;;;5061049601530;;DEFAULT
0005261210;M5056798409483;men-clothing-mens_jackets_and_coats;Mens Jackets & Coats;Genuine Bubble Leather Mandarin Collar Biker Jacket;New;245.00;339.00;1;;INIT;yes;;;245.00;;;5056798409483;;DEFAULT
0001583101;M5061049606528;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;'Angelica' Real Leather Two Button Blazer;New;186.65;189.00;0;;INIT;no;;;186.65;;;5061049606528;Out of stock;DEFAULT
0004019901;M5056798413022;women-footwear-womens_flats;Womens Flats;Luxury  Sheepskin Flip Flops;New;51.19;79.99;11;;INIT;yes;;;51.19;;;5056798413022;;DEFAULT
0002180101;M5056798414418;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;'Kashmina' Reversible Toscana Real Sheepskin Suede Leather Gilet;New;399.00;399.00;0;;INIT;no;;;;;;5056798414418;Out of stock;DEFAULT
0005229210;M5056798403610;men-clothing-mens_jackets_and_coats;Mens Jackets & Coats;'Enzo' Leather Utility Vest with Multiple Pockets;New;234.01;249.00;0;;INIT;no;;;234.01;;;5056798403610;Out of stock;DEFAULT
0004953410;M5056798404884;men-clothing-mens_jackets_and_coats;Mens Jackets & Coats;'Bronx' Real Leather Biker Jacket;New;249.60;299.00;2;;INIT;yes;;;249.60;;;5056798404884;;DEFAULT
0004374300;M5060821284909;women-accessories-womens_bags_and_purses;Womens Bags & Purses;'Fascino Fatale' Soft Suede Leather Small Crossbody Bag;New;39.99;65.00;5;;INIT;yes;;;39.99;;;5060821284909;;DEFAULT
0004984905;M5061049602612;men-clothing-mens_jackets_and_coats;Mens Jackets & Coats;'Diego' Mens Leather Bomber Jacket;New;238.93;299.00;2;;INIT;yes;;;238.93;;;5061049602612;;DEFAULT
0005224703;M5056798403245;men-clothing-mens_jackets_and_coats;Mens Jackets & Coats;'Lums' Genuine Leather Classic Zip-Up Waistcoat;New;185.60;189.00;2;;INIT;yes;;;185.60;;;5056798403245;;DEFAULT
0005230706;M5056798403979;men-clothing-mens_jackets_and_coats;Mens Jackets & Coats;'Luck' Ashwood Leather Fleece Lined Waistcoat;New;185.60;199.00;0;;INIT;no;;;185.60;;;5056798403979;Out of stock;DEFAULT
0005173901;M5056798400091;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;'Giacca' Leather Long Gilet With Detachable Hood;New;225.32;269.00;1;;INIT;yes;;;225.32;;;5056798400091;;DEFAULT
0004351409;M5061049602124;men-clothing-mens_jackets_and_coats;Mens Jackets & Coats;'Vincenzo' Mens Leather Biker Jacket;New;222.93;229.00;2;;INIT;yes;;;222.93;;;5061049602124;;DEFAULT
0001369208;M5061042990655;men-clothing-mens_jackets_and_coats;Mens Jackets & Coats;'Edinburgh' Real Leather Bomber Jacket;New;199.99;249.00;6;;INIT;yes;;;199.99;;;5061042990655;;DEFAULT
0005236706;M5056798404075;men-clothing-mens_jackets_and_coats;Mens Jackets & Coats;Real Leather Casual Jacket with Contrast Stripes;New;225.33;289.00;2;;INIT;yes;;;225.33;;;5056798404075;;DEFAULT
0004384602;M5061027917578;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;Three Quarter Length Toscana Suede Leather Coat;New;875.00;875.00;1;;INIT;yes;;;;;;5061027917578;;DEFAULT
0005220509;M5056798406703;men-clothing-mens_jackets_and_coats;Mens Jackets & Coats;'Becks' Real Leather Bomber Jacket;New;242.13;299.00;1;;INIT;yes;;;242.13;;;5056798406703;;DEFAULT
0004308401;M5060999707880;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;'Celia' Leather Fashion Biker Jacket Women Coat;New;186.66;229.00;4;;INIT;yes;;;186.66;;;5060999707880;;DEFAULT
0004673600;M5060999706906;men-accessories-mens_bags_and_wallets;Mens Bags & Wallets;'Pilgrim' RFID Real Leather Gift Set;New;29.99;50.00;0;;INIT;no;;;29.99;;;5060999706906;Out of stock;DEFAULT
0004791200;M5060999709365;men-accessories-mens_gloves_and_scarves;Mens Gloves & Scarves;'520' Soft Lambskin Real Leather Fleece Lining Gloves;New;38.39;59.99;5;;INIT;yes;;;38.39;;;5060999709365;;DEFAULT
0004523000;M5060999702120;women-accessories-womens_bags_and_purses;Womens Bags & Purses;Sherry 14 Card RFID Protected Large Real Leather Purse;New;46.66;54.00;0;;INIT;no;;;46.66;;;5060999702120;Out of stock;DEFAULT
0004791202;M5060999709389;men-accessories-mens_gloves_and_scarves;Mens Gloves & Scarves;'520' Soft Lambskin Real Leather Fleece Lining Gloves;New;38.39;59.99;0;;INIT;no;;;38.39;;;5060999709389;Out of stock;DEFAULT
0004956901;M5061027915253;women-footwear-womens_flats;Womens Flats;'Aussie' Real Sheepskin Wool Mule Slippers;New;46.66;79.99;41;;INIT;yes;;;46.66;;;5061027915253;;DEFAULT
0004372300;M5060999705961;women-accessories-womens_bags_and_purses;Womens Bags & Purses;'Wise Tour' Croc Print Real Leather Gift Travel Set;New;53.32;69.95;136;;INIT;yes;;;53.32;;;5060999705961;;DEFAULT
0004386404;M5060999709723;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;'MB' Real Leather Fashion Biker Jacket;New;152.79;229.00;0;;INIT;no;;;152.79;;;5060999709723;Out of stock;DEFAULT
0004532500;M5060999705176;women-accessories-womens_bags_and_purses;Womens Bags & Purses;'XSpirit' Real Leather Crossbody Bag;New;39.99;59.99;0;;INIT;no;;;39.99;;;5060999705176;Out of stock;DEFAULT
0005077500;M5060474522571;women-accessories-womens_bags_and_purses;Womens Bags & Purses;'Viviana' Natural Hair On Hide Medium Cross Body Bag;New;53.32;99.00;10;;INIT;yes;;;53.32;;;5060474522571;;DEFAULT
0004863701;M5061027912412;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;'Francesca' Collarless Real Leather Fashion Jacket;New;198.12;249.00;1;;INIT;yes;;;198.12;;;5061027912412;;DEFAULT
0004557800;M5060999700508;women-accessories-womens_bags_and_purses;Womens Bags & Purses;'Rosea' Flap Over Croc Print Real Leather Shoulder Bag;New;39.99;49.99;0;;INIT;no;;;39.99;;;5060999700508;Out of stock;DEFAULT
0005131307;M5061049609666;men-clothing-mens_jackets_and_coats;Mens Jackets & Coats;'Niccolo' Studded-Button Collar Men's Biker Jacket;New;226.13;289.00;0;;INIT;no;;;226.13;;;5061049609666;Out of stock;DEFAULT
0004857709;M5061027915741;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;'Lucia' Real Leather Fashion Single Breasted Blazer;New;275.19;289.00;1;;INIT;yes;;;275.19;;;5061027915741;;DEFAULT
0004981008;M5061049600670;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;'Giulia' Ladies Veg Tanned Leather Biker Jacket;New;239.99;279.00;5;;INIT;yes;;;239.99;;;5061049600670;;DEFAULT
0004976201;M5061049601158;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;'Chiara' Mandarin Collar Real Leather Biker Jacket;New;173.32;229.00;4;;INIT;yes;;;173.32;;;5061049601158;;DEFAULT
0004950706;M5061042994530;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;'Giada' Leather Fashion Biker Jacket;New;211.72;229.00;0;;INIT;no;;;211.72;;;5061042994530;Out of stock;DEFAULT
0004857707;M5061027915727;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;'Lucia' Real Leather Fashion Single Breasted Blazer;New;233.27;249.00;3;;INIT;yes;;;233.27;;;5061027915727;;DEFAULT
0004615800;M5060999709303;men-accessories-mens_bags_and_wallets;Mens Bags & Wallets;'804' Real Leather 6 Card Billfold Wallet;New;31.99;44.99;0;;INIT;no;;;31.99;;;5060999709303;Out of stock;DEFAULT
0004858903;M5061027915772;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;'Lucia' Real Leather Fashion Single Breasted Blazer;New;211.72;229.00;0;;INIT;no;;;211.72;;;5061027915772;Out of stock;DEFAULT
0004286800;M5061042996596;women-accessories-womens_bags_and_purses;Womens Bags & Purses;'Elegante Venezia' 14 Card RFID Protected XL Leather Purse;New;37.32;55.00;0;;INIT;no;;;37.32;;;5061042996596;Out of stock;DEFAULT
0004387606;M5060999709839;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;'MB' Real Leather Fashion Biker Jacket;New;152.79;229.00;2;;INIT;yes;;;152.79;;;5060999709839;;DEFAULT
0001583105;M5061049606566;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;'Angelica' Real Leather Two Button Blazer;New;186.65;189.00;1;;INIT;yes;;;186.65;;;5061049606566;;DEFAULT
0003215400;M5061049604869;women-accessories-womens_bags_and_purses;Womens Bags & Purses;'Borsa Zainetto' 2 in 1 Leather Backpack Handbag;New;66.66;109.00;0;;INIT;no;;;66.66;;;5061049604869;Out of stock;DEFAULT
0005116304;M5056798401197;men-clothing-mens_jackets_and_coats;Mens Jackets & Coats;'Brando' Classic Leather Bomber Jacket;New;199.47;269.00;0;;INIT;no;;;199.47;;;5056798401197;Out of stock;DEFAULT
0005233708;M5056798403894;men-clothing-mens_jackets_and_coats;Mens Jackets & Coats;'Luck' Ashwood Leather Fleece Lined Waistcoat;New;206.93;219.00;1;;INIT;yes;;;206.93;;;5056798403894;;DEFAULT
0003888407;M5061027913907;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;'lolita' Real Leather Mandarin Collar Biker Jacket;New;168.52;179.00;6;;INIT;yes;;;168.52;;;5061027913907;;DEFAULT
0005032704;M5056798414210;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;'Kashmina' Reversible Toscana Real Sheepskin Suede Leather Gilet;New;399.00;399.00;0;;INIT;no;;;;;;5056798414210;Out of stock;DEFAULT
0005033904;M5056798414289;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;'Kashmina' Reversible Toscana Real Sheepskin Suede Leather Gilet;New;399.00;399.00;1;;INIT;yes;;;;;;5056798414289;;DEFAULT
0004560000;M5060999700317;women-accessories-womens_bags_and_purses;Womens Bags & Purses;'Bridge' Croc Print Real Leather Shoulder Bag;New;65.32;99.00;0;;INIT;no;;;65.32;;;5060999700317;Out of stock;DEFAULT
0005078300;M5061049604784;women-accessories-womens_bags_and_purses;Womens Bags & Purses;'Lucrezia' Leather Crossbody Bag for Women;New;53.32;79.99;0;;INIT;no;;;53.32;;;5061049604784;Out of stock;DEFAULT
0005258207;M5056798409254;men-clothing-mens_jackets_and_coats;Mens Jackets & Coats;Real Leather Casual Jacket with Contrast Stripes;New;225.33;289.00;1;;INIT;yes;;;225.33;;;5056798409254;;DEFAULT
0005116305;M5056798401203;men-clothing-mens_jackets_and_coats;Mens Jackets & Coats;'Brando' Classic Leather Bomber Jacket;New;199.47;269.00;0;;INIT;no;;;199.47;;;5056798401203;Out of stock;DEFAULT
0005235208;M5056798403696;men-clothing-mens_jackets_and_coats;Mens Jackets & Coats;'Luck' Ashwood Leather Fleece Lined Waistcoat;New;206.93;219.00;0;;INIT;no;;;206.93;;;5056798403696;Out of stock;DEFAULT
0004936009;M5056798404754;men-clothing-mens_jackets_and_coats;Mens Jackets & Coats;'Bronx' Real Leather Biker Jacket;New;228.27;279.00;3;;INIT;yes;;;228.27;;;5056798404754;;DEFAULT
0002080406;M5061049606450;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;'Angelica' Real Leather Two Button Blazer;New;186.65;189.00;9;;INIT;yes;;;186.65;;;5061049606450;;DEFAULT
0000717302;M5056798406949;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;'Cumbria' Fitted Leather Gilet With Faux Fur Collar;New;131.25;149.00;2;;INIT;yes;;;131.25;;;5056798406949;;DEFAULT
0000766501;M5056798416269;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;'Muna' Toscana Long Haired Shearling Jacket With Large Hood;New;838.45;939.00;0;;INIT;no;;;838.45;;;5056798416269;Out of stock;DEFAULT
0004381004;M5061027917776;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;Three Quarter Length Toscana Suede Leather Coat;New;875.00;875.00;1;;INIT;yes;;;;;;5061027917776;;DEFAULT
0005309400;M5061049604593;women-accessories-womens_bags_and_purses;Womens Bags & Purses;'Derry' Classic Real Leather Zipped Shoulder Bag;New;59.99;149.00;42;;INIT;yes;;;59.99;;;5061049604593;;DEFAULT
0004384606;M5061027917615;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;Three Quarter Length Toscana Suede Leather Coat;New;875.00;875.00;1;;INIT;yes;;;;;;5061027917615;;DEFAULT
0005311600;M5056798418751;women-accessories-womens_gloves_and_scarves;Womens Gloves & Scarves;Real Sheepskin Suede Gloves with Fur;New;44.79;69.99;3;;INIT;yes;;;44.79;;;5056798418751;;DEFAULT
0005297801;M5056798417969;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;'Fia' Real Leather Biker Jacket Women Coat;New;133.32;199.00;1;;INIT;yes;;;133.32;;;5056798417969;;DEFAULT
0004717108;M5056798420655;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;Side Zip Real Leather Biker Jacket;New;111.99;219.00;1;;INIT;yes;;;111.99;;;5056798420655;;DEFAULT
0005226211;M5056798403429;men-clothing-mens_jackets_and_coats;Mens Jackets & Coats;'Lums' Genuine Leather Classic Zip-Up Waistcoat;New;254.01;269.00;1;;INIT;yes;;;254.01;;;5056798403429;;DEFAULT
0004310804;M5060999709549;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;'Aliona' Real Leather Fashion Jacket Women Coat;New;198.12;229.00;7;;INIT;yes;;;198.12;;;5060999709549;;DEFAULT
0004507500;M5060821288273;women-accessories-womens_bags_and_purses;Womens Bags & Purses;'Brill' Croc Embossed Leather Shoulder Bag;New;45.32;100.00;0;;INIT;no;;;45.32;;;5060821288273;Out of stock;DEFAULT
0001660803;M5061027912856;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;'Kashmina' Reversible Toscana Real Sheepskin Suede Leather Gilet;New;399.00;399.00;0;;INIT;no;;;;;;5061027912856;Out of stock;DEFAULT
0004717109;M5056798420662;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;Side Zip Real Leather Biker Jacket;New;111.99;239.00;0;;INIT;no;;;111.99;;;5056798420662;Out of stock;DEFAULT
0005222003;M5056798406543;men-clothing-mens_jackets_and_coats;Mens Jackets & Coats;'Becks' Real Leather Bomber Jacket;New;199.47;259.00;1;;INIT;yes;;;199.47;;;5056798406543;;DEFAULT
0002186106;M5056798416795;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;'Kimi' Toscana Suede Leather Biker Gilet;New;499.00;499.00;0;;INIT;no;;;;;;5056798416795;Out of stock;DEFAULT
0005319404;M5056798421270;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;'Lilac' Real Sheepskin Oversized Fluffy Gilet;New;519.47;579.00;1;;INIT;yes;;;519.47;;;5056798421270;;DEFAULT
0001659604;M5056798413930;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;'Kashmina' Reversible Toscana Real Sheepskin Suede Leather Gilet;New;399.00;399.00;1;;INIT;yes;;;;;;5056798413930;;DEFAULT
0005287610;M5056798413626;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;'Emilia' Stylish Real Leather Thigh Length Jacket;New;349.98;399.00;1;;INIT;yes;;;349.98;;;5056798413626;;DEFAULT
0003708201;M5056798401630;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;'Brooklyn' Short Leather Biker Jacket;New;113.12;199.99;3;;INIT;yes;;;113.12;;;5056798401630;;DEFAULT
0005259709;M5056798409377;men-clothing-mens_jackets_and_coats;Mens Jackets & Coats;Real Bubble Leather Biker Jacket;New;225.00;319.00;0;;INIT;no;;;225.00;;;5056798409377;Out of stock;DEFAULT
0004035900;M5060474529884;women-accessories-womens_bags_and_purses;Womens Bags & Purses;Vintage Woven Leather Zip Around Large 10 Card Coin Note Purse;New;39.99;39.99;8;;INIT;yes;;;;;;5060474529884;;DEFAULT
0005166805;M5056798418393;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;'Lillian' Real Leather Biker Jacket;New;187.19;229.00;2;;INIT;yes;;;187.19;;;5056798418393;;DEFAULT
0004031400;M5060821280307;women-accessories-womens_bags_and_purses;Womens Bags & Purses;'Estasi' Woven Classic Large Leather Vintage Crossbody Bag;New;93.32;95.00;7;;INIT;yes;;;93.32;;;5060821280307;;DEFAULT
0004032100;M5060474529532;women-accessories-womens_bags_and_purses;Womens Bags & Purses;'Incanto Infinito' Vintage Woven Leather Shoulder Bag;New;86.66;89.99;8;;INIT;yes;;;86.66;;;5060474529532;;DEFAULT
0005311000;M5056798418768;women-accessories-womens_gloves_and_scarves;Womens Gloves & Scarves;Real Sheepskin Suede Gloves with Fur;New;44.79;69.99;9;;INIT;yes;;;44.79;;;5056798418768;;DEFAULT
0005319403;M5056798421263;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;'Lilac' Real Sheepskin Oversized Fluffy Gilet;New;519.47;579.00;1;;INIT;yes;;;519.47;;;5056798421263;;DEFAULT
0005144210;M5061049606375;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;Casual Leather Jacket with Classic Collar;New;323.94;329.00;1;;INIT;yes;;;323.94;;;5061049606375;;DEFAULT
0005337407;M5056798412575;men-clothing-mens_jackets_and_coats;Mens Jackets & Coats;'Sigma' Real Leather Waistcoat;New;185.60;189.00;1;;INIT;yes;;;185.60;;;5056798412575;;DEFAULT
0004720707;M5056798426749;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;'Anita' Real Leather Stitch Detailing Jacket;New;126.93;245.00;0;;INIT;no;;;126.93;;;5056798426749;Out of stock;DEFAULT
0005323605;M5056798421218;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;'B Soho' Real Leather Biker Jacket;New;148.27;210.00;8;;INIT;yes;;;148.27;;;5056798421218;;DEFAULT
0004634304;M5056798425803;men-clothing-mens_jackets_and_coats;Mens Jackets & Coats;Real Leather Biker Jacket with Biker Patched Details;New;158.93;229.00;0;;INIT;no;;;158.93;;;5056798425803;Out of stock;DEFAULT
0004662806;M5056798427678;men-clothing-mens_jackets_and_coats;Mens Jackets & Coats;Real Leather Side Zip Biker Jacket with White Patch Details;New;158.93;229.00;0;;INIT;no;;;158.93;;;5056798427678;Out of stock;DEFAULT
0004685910;M5056798425247;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;'Nirma' Detachable Hood Leather Biker Jacket;New;198.12;249.00;0;;INIT;no;;;198.12;;;5056798425247;Out of stock;DEFAULT
0004596700;M5060999703943;women-accessories-womens_bags_and_purses;Womens Bags & Purses;Real Leather Shoulder Bag;New;75.00;75.00;2;;INIT;yes;;;;;;5060999703943;;DEFAULT
0005251009;M5056798409582;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;Versatile Real Leather Casual Jacket;New;302.39;329.00;2;;INIT;yes;;;302.39;;;5056798409582;;DEFAULT
0002192102;M5056798416030;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;'Alaska' Long Length Toscana Suede Leather Coat;New;999.99;999.99;0;;INIT;no;;;;;;5056798416030;Out of stock;DEFAULT
0000765302;M5056798416191;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;'Muna' Toscana Long Haired Shearling Jacket With Large Hood;New;838.45;939.00;2;;INIT;yes;;;838.45;;;5056798416191;;DEFAULT
0003417605;M5056798418492;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;'Casey' Real Leather Biker Jacket;New;199.00;199.00;4;;INIT;yes;;;;;;5056798418492;;DEFAULT
0004677502;M5056798424363;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;Real Leather Biker Jacket with Detachable Hood;New;125.59;169.00;3;;INIT;yes;;;125.59;;;5056798424363;;DEFAULT
0004031300;M5060821280314;women-accessories-womens_bags_and_purses;Womens Bags & Purses;'Estasi' Woven Classic Large Leather Vintage Crossbody Bag;New;93.32;95.00;11;;INIT;yes;;;93.32;;;5060821280314;;DEFAULT
0005265110;M5056798410298;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;Real Leather Casual Collarless Jacket;New;337.54;339.00;0;;INIT;no;;;337.54;;;5056798410298;Out of stock;DEFAULT
0005340401;M5056798422352;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;'Fia' Real Leather Biker Jacket Women Coat;New;133.32;199.00;3;;INIT;yes;;;133.32;;;5056798422352;;DEFAULT
0004035700;M5060474529860;women-accessories-womens_bags_and_purses;Womens Bags & Purses;Vintage Woven Leather Zip Around Large 10 Card Coin Note Purse;New;39.99;39.99;3;;INIT;yes;;;;;;5060474529860;;DEFAULT
0004194300;M5056798428804;home-rugs;Rugs;Single Australian Sheepskin Rug;New;59.99;79.95;2;;INIT;yes;;;59.99;;;5056798428804;;DEFAULT
0004634305;M5056798425810;men-clothing-mens_jackets_and_coats;Mens Jackets & Coats;Real Leather Biker Jacket with Biker Patched Details;New;158.93;229.00;0;;INIT;no;;;158.93;;;5056798425810;Out of stock;DEFAULT
0004747402;M5056798427883;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;'Nancy' Real Leather Knee Length Belted Fashion Coat;New;148.27;369.00;0;;INIT;no;;;148.27;;;5056798427883;Out of stock;DEFAULT
0005171502;M5056798400442;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;'lolita' Real Leather Mandarin Collar Biker Jacket;New;146.66;159.00;3;;INIT;yes;;;146.66;;;5056798400442;;DEFAULT
0004725502;M5056798427180;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;'BikeX' Real Leather Ribbed Detailing Biker Jacket;New;111.99;179.00;2;;INIT;yes;;;111.99;;;5056798427180;;DEFAULT
0004634303;M5056798425797;men-clothing-mens_jackets_and_coats;Mens Jackets & Coats;Real Leather Biker Jacket with Biker Patched Details;New;158.93;229.00;0;;INIT;no;;;158.93;;;5056798425797;Out of stock;DEFAULT
0004053601;M5056798422444;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;'Ciara' Real Leather Biker Jacket;New;199.99;229.00;2;;INIT;yes;;;199.99;;;5056798422444;;DEFAULT
0005320611;M5056798419482;men-clothing-mens_jackets_and_coats;Mens Jackets & Coats;Real Leather Mandarin Collar Biker Jacket;New;270.93;319.00;2;;INIT;yes;;;270.93;;;5056798419482;;DEFAULT
