Index,Image,Style,Colour,Offer SKU,SKURestockDate,StyleRestockDate,Cost Price,RRP,Sale Price,Stock,Q3 2024,Q4 2024,Q1 2025,Q2 2025,Total Sold
98,https://www.leathercompany.co.uk/images/products/zoom/1710238452-40583600.jpg,d-102,TAN,0005050400,2024-11-01,2024-11-01,-,45.00,33.75,3.0,0,6,2,15,23
98,https://www.leathercompany.co.uk/images/products/zoom/1710238452-40583600.jpg,d-102,TEAL,0005050500,2025-06-01,2024-11-01,-,45.00,33.75,6.0,0,0,2,3,5
98,https://www.leathercompany.co.uk/images/products/zoom/1710238452-40583600.jpg,d-102,YELLOW,0005050600,2025-02-01,2024-11-01,-,45.00,33.75,5.0,0,0,1,2,3
100,https://www.leathercompany.co.uk/images/products/zoom/1727783353-73886200.jpg,dublin,BLACK,0005296800,2024-10-01,2024-10-01,-,99.99,34.99,73.0,0,45,23,1,69
100,https://www.leathercompany.co.uk/images/products/zoom/1727783353-73886200.jpg,dublin,avio blue,0005296900,2025-05-01,2024-10-01,-,99.99,34.99,23.0,0,13,2,3,18
101,https://www.leathercompany.co.uk/images/products/1643821252-28259500.jpg,J-56,AURORA,0004288700,2025-07-01,2024-03-01,-,39.00,20.0,0.0,0,3,3,0,6
101,https://www.leathercompany.co.uk/images/products/1643821252-28259500.jpg,J-56,BLACK,0004287900,2024-11-01,2024-03-01,-,39.00,20.0,27.0,0,19,5,2,26
101,https://www.leathercompany.co.uk/images/products/1643821252-28259500.jpg,J-56,BLUE ATOLL,0004288000,2025-04-01,2024-03-01,-,39.00,20.0,2.0,0,2,0,1,3
101,https://www.leathercompany.co.uk/images/products/1643821252-28259500.jpg,J-56,GUMDROP GREEN,0004288600,2024-08-01,2024-03-01,-,39.00,20.0,0.0,1,0,0,0,1
101,https://www.leathercompany.co.uk/images/products/1643821252-28259500.jpg,J-56,MANDARIN,0004288500,2024-11-01,2024-03-01,-,39.00,20.0,0.0,1,2,0,0,3
101,https://www.leathercompany.co.uk/images/products/1643821252-28259500.jpg,J-56,PEACH WHIP,0004288100,2025-04-01,2024-03-01,-,39.00,20.0,11.0,0,4,0,4,8
101,https://www.leathercompany.co.uk/images/products/1643821252-28259500.jpg,J-56,WINTER SKY,0004288200,2024-03-01,2024-03-01,-,39.00,20.0,8.0,1,4,2,1,8
101,https://www.leathercompany.co.uk/images/products/1643821252-28259500.jpg,J-56,WOOD ROSE,0004288300,2025-06-01,2024-03-01,-,39.00,20.0,0.0,0,5,2,1,8
102,https://www.leathercompany.co.uk/images/products/zoom/1728139619-80982100.jpg,AJ4,BLACK,0005326000,2024-11-01,2024-10-01,-,149.00,44.99,0.0,0,28,22,0,50
102,https://www.leathercompany.co.uk/images/products/zoom/1728139619-80982100.jpg,AJ4,NAVY,0005326100,2024-10-01,2024-10-01,-,149.00,44.99,21.0,0,10,12,1,23
102,https://www.leathercompany.co.uk/images/products/zoom/1728139619-80982100.jpg,AJ4,TAUPE,0005326200,2024-12-01,2024-10-01,-,149.00,44.99,29.0,0,8,6,0,14
103,https://www.leathercompany.co.uk/images/products/zoom/1697106696-39455800.jpg,slg-31243,BLUSH,0004897500,2024-10-01,2024-10-01,-,29.99,14.0,37.0,0,21,7,3,31
103,https://www.leathercompany.co.uk/images/products/zoom/1697106696-39455800.jpg,slg-31243,CAMEL,0004897400,2025-08-01,2024-10-01,-,29.99,14.0,92.0,0,3,3,0,6
103,https://www.leathercompany.co.uk/images/products/zoom/1697106696-39455800.jpg,slg-31243,CORAL,0004897600,2024-11-01,2024-10-01,-,29.99,14.0,177.0,0,5,1,2,8
103,https://www.leathercompany.co.uk/images/products/zoom/1697106696-39455800.jpg,slg-31243,ICE GREY,0004897700,2024-11-01,2024-10-01,-,29.99,14.0,159.0,0,7,4,0,11
103,https://www.leathercompany.co.uk/images/products/zoom/1697106696-39455800.jpg,slg-31243,MUSHROOM,0004897800,2024-10-01,2024-10-01,-,29.99,14.0,54.0,0,12,3,3,18
103,https://www.leathercompany.co.uk/images/products/zoom/1697106696-39455800.jpg,slg-31243,ROSE PINK,0004897900,2025-08-01,2024-10-01,-,29.99,14.0,224.0,0,2,3,1,6
103,https://www.leathercompany.co.uk/images/products/zoom/1697106696-39455800.jpg,slg-31243,YELLOW,0004898000,2025-05-01,2024-10-01,-,29.99,14.0,159.0,0,3,0,1,4
105,https://www.leathercompany.co.uk/images/products/zoom/1731691115-03206600.jpg,Sterling,BERRY,0005383800,2025-06-01,2024-11-01,-,95.00,33.99,19.0,0,1,0,1,2
105,https://www.leathercompany.co.uk/images/products/zoom/1731691115-03206600.jpg,Sterling,BLACK,0005383700,2024-11-01,2024-11-01,-,95.00,33.99,0.0,0,34,35,0,69
105,https://www.leathercompany.co.uk/images/products/zoom/1731691115-03206600.jpg,Sterling,COGNAC,0005383900,2024-12-01,2024-11-01,-,95.00,33.99,8.0,0,3,9,2,14
105,https://www.leathercompany.co.uk/images/products/zoom/1731691115-03206600.jpg,Sterling,MUSHROOM,0005384000,2025-03-01,2024-11-01,-,95.00,33.99,18.0,0,0,1,0,1
106,https://www.leathercompany.co.uk/images/products/zoom/1727878085-25760900.jpg,belfast,BLACK,0005309100,2024-10-01,2024-10-01,-,99.00,39.99,15.0,0,58,3,2,63
106,https://www.leathercompany.co.uk/images/products/zoom/1727878085-25760900.jpg,belfast,COGNAC,0005309200,2024-10-01,2024-10-01,-,99.00,39.99,32.0,0,18,1,0,19
107,https://www.leathercompany.co.uk/images/products/zoom/1679420208-47308400.jpg,mc 3,COGNAC/CROC,0004559200,2024-06-01,2024-06-01,-,99.00,48.99,0.0,2,0,0,0,2
107,https://www.leathercompany.co.uk/images/products/zoom/1679420208-47308400.jpg,mc 3,brandy croc,0004559100,2024-12-01,2024-06-01,-,99.00,48.99,0.0,0,2,6,0,8
108,https://www.leathercompany.co.uk/images/products/zoom/1708083348-66468700.jpg,st 2231,BLACK,0005045100,2025-07-01,2025-02-01,-,79.99,29.99,250.0,0,0,4,0,4
108,https://www.leathercompany.co.uk/images/products/zoom/1708083348-66468700.jpg,st 2231,BROWN,0005045200,2025-05-01,2025-02-01,-,79.99,29.99,52.0,0,0,0,5,5
108,https://www.leathercompany.co.uk/images/products/zoom/1708083348-66468700.jpg,st 2231,TAN,0005045300,2025-02-01,2025-02-01,-,79.99,29.99,8.0,0,0,8,8,16
109,https://www.leathercompany.co.uk/images/products/zoom/1706807085-91015500.jpg,D-82,BLACK,0004414700,2024-10-01,2024-10-01,-,36.99,27.74,1.0,0,8,5,2,15
109,https://www.leathercompany.co.uk/images/products/zoom/1706807085-91015500.jpg,D-82,COGNAC,0004036300,2024-11-01,2024-10-01,-,36.99,27.74,0.0,0,3,5,0,8
109,https://www.leathercompany.co.uk/images/products/zoom/1706807085-91015500.jpg,D-82,DK BROWN,0004037000,2025-08-01,2024-10-01,-,36.99,27.74,8.0,0,0,5,1,6
109,https://www.leathercompany.co.uk/images/products/zoom/1706807085-91015500.jpg,D-82,DK GREY,0004036200,2025-01-01,2024-10-01,-,36.99,27.74,8.0,0,0,2,0,2
109,https://www.leathercompany.co.uk/images/products/zoom/1706807085-91015500.jpg,D-82,NAVY,0004036500,2024-11-01,2024-10-01,-,36.99,27.74,3.0,0,2,1,0,3
109,https://www.leathercompany.co.uk/images/products/zoom/1706807085-91015500.jpg,D-82,ORANGE,0004036800,2025-03-01,2024-10-01,-,36.99,27.74,10.0,0,0,1,1,2
109,https://www.leathercompany.co.uk/images/products/zoom/1706807085-91015500.jpg,D-82,RED,0004036600,2024-11-01,2024-10-01,-,36.99,27.74,0.0,0,4,2,0,6
109,https://www.leathercompany.co.uk/images/products/zoom/1706807085-91015500.jpg,D-82,TAUPE,0004036400,2024-11-01,2024-10-01,-,36.99,27.74,7.0,0,4,5,1,10
109,https://www.leathercompany.co.uk/images/products/zoom/1706807085-91015500.jpg,D-82,TURQUISE,0004414800,2024-12-01,2024-10-01,-,36.99,27.74,0.0,0,2,0,0,2
109,https://www.leathercompany.co.uk/images/products/zoom/1706807085-91015500.jpg,D-82,YELLOW,0004036700,2025-01-01,2024-10-01,-,36.99,27.74,7.0,0,0,1,1,2
110,https://www.leathercompany.co.uk/images/products/zoom/1707932361-93743500.jpg,20-186,BROWN/VT,0004530100,2023-02-01,2023-02-01,-,89.00,39.99,126.0,3,8,5,3,19
111,https://www.leathercompany.co.uk/images/products/zoom/1728135832-78461600.jpg,AJ2,BLACK,0005326600,2024-10-01,2024-10-01,-,149.00,44.99,0.0,0,32,11,0,43
111,https://www.leathercompany.co.uk/images/products/zoom/1728135832-78461600.jpg,AJ2,NAVY,0005326700,2025-08-01,2024-10-01,-,149.00,44.99,27.0,0,8,8,1,17
111,https://www.leathercompany.co.uk/images/products/zoom/1728135832-78461600.jpg,AJ2,TAUPE,0005326800,2024-11-01,2024-10-01,-,149.00,44.99,31.0,0,6,3,1,10
112,https://www.leathercompany.co.uk/images/products/zoom/1727519565-41482700.jpg,19-157,COGNAC/CROC,0005294500,2024-10-01,2024-10-01,-,149.00,59.0,1.0,0,24,25,3,52
112,https://www.leathercompany.co.uk/images/products/zoom/1727519565-41482700.jpg,19-157,GREEN/CROC,0005294600,2025-06-01,2024-10-01,-,149.00,59.0,31.0,0,9,7,1,17
113,https://www.leathercompany.co.uk/images/products/zoom/1727782359-09119800.jpg,22-064/r,BORDO/CROC,0005294200,2024-10-01,2024-09-01,-,169.00,78.99,21.0,0,17,11,6,34
113,https://www.leathercompany.co.uk/images/products/zoom/1727782359-09119800.jpg,22-064/r,BRIDGE,0004989400,2024-09-01,2024-09-01,-,169.00,78.99,14.0,1,5,4,0,10
113,https://www.leathercompany.co.uk/images/products/zoom/1727782359-09119800.jpg,22-064/r,BROWN/CROC,0005294400,2025-07-01,2024-09-01,-,169.00,78.99,43.0,0,1,4,0,5
113,https://www.leathercompany.co.uk/images/products/zoom/1727782359-09119800.jpg,22-064/r,NAVY/CROC,0005294300,2024-11-01,2024-09-01,-,169.00,78.99,33.0,0,8,4,3,15
114,https://www.leathercompany.co.uk/images/products/zoom/1708613296-00060800.jpg,x-33,BLACK,0005052700,2024-04-01,2024-04-01,-,70.00,52.5,2.0,9,8,6,1,24
114,https://www.leathercompany.co.uk/images/products/zoom/1708613296-00060800.jpg,x-33,GREEN,0005052800,2024-11-01,2024-04-01,-,70.00,52.5,7.0,1,3,2,0,6
114,https://www.leathercompany.co.uk/images/products/zoom/1708613296-00060800.jpg,x-33,NAVY,0005052900,2025-04-01,2024-04-01,-,70.00,52.5,4.0,2,5,0,1,8
114,https://www.leathercompany.co.uk/images/products/zoom/1708613296-00060800.jpg,x-33,ORANGE,0005053000,2024-06-01,2024-04-01,-,70.00,52.5,4.0,1,1,0,0,2
114,https://www.leathercompany.co.uk/images/products/zoom/1708613296-00060800.jpg,x-33,TAN,0005053200,2024-11-01,2024-04-01,-,70.00,52.5,6.0,0,4,1,1,6
114,https://www.leathercompany.co.uk/images/products/zoom/1708613296-00060800.jpg,x-33,TEAL,0005053300,2025-07-01,2024-04-01,-,70.00,52.5,5.0,2,2,0,0,4
114,https://www.leathercompany.co.uk/images/products/zoom/1708613296-00060800.jpg,x-33,WHITE,0005053400,2025-06-01,2024-04-01,-,70.00,52.5,3.0,2,1,1,2,6
114,https://www.leathercompany.co.uk/images/products/zoom/1708613296-00060800.jpg,x-33,WINE,0005053500,2024-05-01,2024-04-01,-,70.00,52.5,3.0,2,3,0,0,5
114,https://www.leathercompany.co.uk/images/products/zoom/1708613296-00060800.jpg,x-33,WOOD ROSE,0005053600,2024-12-01,2024-04-01,-,70.00,52.5,6.0,0,1,0,0,1
115,https://www.leathercompany.co.uk/images/products/zoom/1739971383-00006900.jpg,oxford,BLACK,0005433500,2025-03-01,2025-03-01,10.95,140.00,44.99,186.0,0,0,2,11,13
115,https://www.leathercompany.co.uk/images/products/zoom/1739971383-00006900.jpg,oxford,BLUSH,0005433600,2025-03-01,2025-03-01,10.95,140.00,44.99,81.0,0,0,1,12,13
115,https://www.leathercompany.co.uk/images/products/zoom/1739971383-00006900.jpg,oxford,COGNAC,0005433700,2025-05-01,2025-03-01,10.95,140.00,44.99,97.0,0,0,0,3,3
115,https://www.leathercompany.co.uk/images/products/zoom/1739971383-00006900.jpg,oxford,FERN,0005433800,2025-03-01,2025-03-01,10.95,140.00,44.99,95.0,0,0,2,2,4
115,https://www.leathercompany.co.uk/images/products/zoom/1739971383-00006900.jpg,oxford,HOT PINK,0005433900,2025-03-01,2025-03-01,10.95,140.00,44.99,94.0,0,0,1,5,6
116,https://www.leathercompany.co.uk/images/products/1589553676-22628200.jpg,V-23,BLACK,0003856300,2023-09-01,2023-09-01,-,115.00,65.0,0.0,7,3,0,0,10
116,https://www.leathercompany.co.uk/images/products/1589553676-22628200.jpg,V-23,CHESTNUT,0003856500,2024-11-01,2023-09-01,-,115.00,65.0,0.0,0,9,0,0,9
116,https://www.leathercompany.co.uk/images/products/1589553676-22628200.jpg,V-23,NAVY,0003856400,2025-08-01,2023-09-01,-,115.00,65.0,5.0,1,4,4,0,9
117,https://www.leathercompany.co.uk/images/products/zoom/1728138008-45767200.jpg,AJ3,BLACK,0005326300,2024-10-01,2024-10-01,-,149.00,44.99,0.0,0,20,17,0,37
117,https://www.leathercompany.co.uk/images/products/zoom/1728138008-45767200.jpg,AJ3,NAVY,0005326400,2024-11-01,2024-10-01,-,149.00,44.99,20.0,0,7,5,5,17
117,https://www.leathercompany.co.uk/images/products/zoom/1728138008-45767200.jpg,AJ3,TAUPE,0005326500,2024-11-01,2024-10-01,-,149.00,44.99,28.0,0,3,7,1,11
118,https://www.leathercompany.co.uk/images/products/zoom/1708428408-06865800.jpg,d-98,BLACK,0005047600,2024-10-01,2024-10-01,-,49.95,37.46,5.0,0,8,11,4,23
118,https://www.leathercompany.co.uk/images/products/zoom/1708428408-06865800.jpg,d-98,BRANDY,0005056700,2025-01-01,2024-10-01,-,49.95,37.46,5.0,0,0,6,1,7
118,https://www.leathercompany.co.uk/images/products/zoom/1708428408-06865800.jpg,d-98,GREEN,0005056800,2024-11-01,2024-10-01,-,49.95,37.46,5.0,0,3,2,2,7
118,https://www.leathercompany.co.uk/images/products/zoom/1708428408-06865800.jpg,d-98,NAVY,0005047500,2025-08-01,2024-10-01,-,49.95,37.46,6.0,0,2,0,2,4
118,https://www.leathercompany.co.uk/images/products/zoom/1708428408-06865800.jpg,d-98,PURPLE,0005047700,2025-01-01,2024-10-01,-,49.95,37.46,2.0,0,0,3,2,5
118,https://www.leathercompany.co.uk/images/products/zoom/1708428408-06865800.jpg,d-98,RED,0005056900,2024-11-01,2024-10-01,-,49.95,37.46,6.0,0,2,0,0,2
118,https://www.leathercompany.co.uk/images/products/zoom/1708428408-06865800.jpg,d-98,TAN,0005145400,2024-12-01,2024-10-01,-,49.95,37.46,2.0,0,2,1,7,10
118,https://www.leathercompany.co.uk/images/products/zoom/1708428408-06865800.jpg,d-98,TEAL,0005047800,2024-11-01,2024-10-01,-,49.95,37.46,3.0,0,1,0,0,1
118,https://www.leathercompany.co.uk/images/products/zoom/1708428408-06865800.jpg,d-98,YELLOW,0005047900,2025-05-01,2024-10-01,-,49.95,37.46,6.0,0,1,0,1,2
119,https://www.leathercompany.co.uk/images/products/zoom/1682000766-78423800.jpg,62833,BLACK/TAN,0004593100,2025-07-01,2025-07-01,-,149.99,54.99,48.0,8,15,7,0,30
121,https://www.leathercompany.co.uk/images/products/1599131480-61681100.jpg,G-42,BLACK,0003935000,2024-10-01,2024-06-01,-,50.00,34.99,11.0,0,8,3,0,11
121,https://www.leathercompany.co.uk/images/products/1599131480-61681100.jpg,G-42,BRANDY,0003935200,2025-07-01,2024-06-01,-,50.00,34.99,0.0,0,2,3,0,5
121,https://www.leathercompany.co.uk/images/products/1599131480-61681100.jpg,G-42,TAN,0003935100,2024-06-01,2024-06-01,-,50.00,34.99,4.0,2,8,3,1,14
122,https://www.leathercompany.co.uk/images/products/zoom/1709656022-82615400.jpg,lb-6278,BLACK,0005068300,2024-04-01,2024-04-01,-,59.99,29.99,0.0,6,18,11,4,39
122,https://www.leathercompany.co.uk/images/products/zoom/1709656022-82615400.jpg,lb-6278,TAN,0005068400,2024-04-01,2024-04-01,-,59.99,29.99,11.0,4,1,5,2,12
123,https://www.leathercompany.co.uk/images/products/1573224872-92351800.jpg,62753,BLUSH,0003753900,2024-12-01,2024-09-01,-,99.00,44.99,11.0,1,2,0,0,3
123,https://www.leathercompany.co.uk/images/products/1573224872-92351800.jpg,62753,BOTTLE GREEN,0003753400,2024-09-01,2024-09-01,-,99.00,44.99,0.0,2,3,0,0,5
123,https://www.leathercompany.co.uk/images/products/1573224872-92351800.jpg,62753,BRIDGE,0004990700,2025-03-01,2024-09-01,-,99.00,44.99,25.0,2,1,1,0,4
123,https://www.leathercompany.co.uk/images/products/1573224872-92351800.jpg,62753,GRAY,0003753500,2025-01-01,2024-09-01,-,99.00,44.99,0.0,0,0,4,0,4
123,https://www.leathercompany.co.uk/images/products/1573224872-92351800.jpg,62753,MUSTARD,0003753800,2024-12-01,2024-09-01,-,99.00,44.99,28.0,0,1,0,0,1
124,https://www.leathercompany.co.uk/images/products/zoom/1727785332-98077600.jpg,galway,BLACK,0005297400,2024-10-01,2024-10-01,-,99.99,34.99,22.0,0,18,5,2,25
124,https://www.leathercompany.co.uk/images/products/zoom/1727785332-98077600.jpg,galway,avio blue,0005297500,2025-02-01,2024-10-01,-,99.99,34.99,44.0,0,0,2,5,7
124,https://www.leathercompany.co.uk/images/products/zoom/1727785332-98077600.jpg,galway,cameo rose,0005297600,2024-11-01,2024-10-01,-,99.99,34.99,17.0,0,8,13,4,25
126,https://www.leathercompany.co.uk/images/products/zoom/1679496274-33972100.jpg,mc 2,COGNAC/CROC,0004560000,2024-11-01,2023-05-01,-,99.00,48.99,0.0,0,5,1,0,6
126,https://www.leathercompany.co.uk/images/products/zoom/1679496274-33972100.jpg,mc 2,brandy croc,0004559900,2024-11-01,2023-05-01,-,99.00,48.99,8.0,1,2,0,0,3
127,https://www.leathercompany.co.uk/images/products/1619527883-66550300.jpg,A4 BUCKLE BAG,BLACK,0004130800,2024-04-01,2024-03-01,-,129.00,59.99,0.0,8,19,1,0,28
127,https://www.leathercompany.co.uk/images/products/1619527883-66550300.jpg,A4 BUCKLE BAG,SALMON,0004130900,2024-03-01,2024-03-01,-,129.00,59.99,0.0,2,7,1,1,11
128,https://www.leathercompany.co.uk/images/products/1643370796-32430200.jpg,J-10,BLK/LEOPARD,0004281400,2024-11-01,2024-11-01,-,99.98,54.99,7.0,0,5,3,1,9
128,https://www.leathercompany.co.uk/images/products/1643370796-32430200.jpg,J-10,PEACH WHIP,0004281500,2025-04-01,2024-11-01,-,99.98,54.99,13.0,0,1,0,1,2
128,https://www.leathercompany.co.uk/images/products/1643370796-32430200.jpg,J-10,WINTER SKY,0004281300,2024-12-01,2024-11-01,-,99.98,54.99,20.0,0,1,0,0,1
128,https://www.leathercompany.co.uk/images/products/1643370796-32430200.jpg,J-10,WOOD ROSE,0004281600,2025-07-01,2024-11-01,-,99.98,54.99,15.0,1,1,1,0,3
129,https://www.leathercompany.co.uk/images/products/1669741040-54938900.jpg,62320,DENIM,0004509700,2024-07-01,2023-08-01,-,120.00,59.99,0.0,1,0,0,0,1
129,https://www.leathercompany.co.uk/images/products/1669741040-54938900.jpg,62320,MANDARIN,0004509500,2024-05-01,2023-08-01,-,120.00,59.99,15.0,3,4,2,1,10
129,https://www.leathercompany.co.uk/images/products/1669741040-54938900.jpg,62320,RED,0003743700,2024-11-01,2023-08-01,-,120.00,59.99,14.0,1,3,3,1,8
129,https://www.leathercompany.co.uk/images/products/1669741040-54938900.jpg,62320,TAN,0004509600,2024-11-01,2023-08-01,-,120.00,59.99,3.0,0,6,2,1,9
130,https://www.leathercompany.co.uk/images/products/zoom/1679490981-78149100.jpg,mc 1,COGNAC/CROC,0004558400,2025-06-01,2023-05-01,-,99.00,48.99,0.0,0,10,3,1,14
130,https://www.leathercompany.co.uk/images/products/zoom/1679490981-78149100.jpg,mc 1,NAVY/CROC,0004558500,2023-05-01,2023-05-01,-,99.00,48.99,0.0,1,1,0,0,2
130,https://www.leathercompany.co.uk/images/products/zoom/1679490981-78149100.jpg,mc 1,brandy croc,0004558300,2024-11-01,2023-05-01,-,99.00,48.99,12.0,0,5,1,0,6
131,https://www.leathercompany.co.uk/images/products/zoom/1739980861-29330300.jpg,london,BLACK,0005436900,2025-03-01,2025-03-01,10.95,140.00,44.99,179.0,0,0,4,15,19
131,https://www.leathercompany.co.uk/images/products/zoom/1739980861-29330300.jpg,london,BLUSH,0005437000,2025-03-01,2025-03-01,10.95,140.00,44.99,91.0,0,0,2,5,7
131,https://www.leathercompany.co.uk/images/products/zoom/1739980861-29330300.jpg,london,COGNAC,0005437100,2025-04-01,2025-03-01,10.95,140.00,44.99,89.0,0,0,0,10,10
131,https://www.leathercompany.co.uk/images/products/zoom/1739980861-29330300.jpg,london,FERN,0005437200,2025-03-01,2025-03-01,10.95,140.00,44.99,94.0,0,0,1,1,2
131,https://www.leathercompany.co.uk/images/products/zoom/1739980861-29330300.jpg,london,HOT PINK,0005437300,2025-04-01,2025-03-01,10.95,140.00,44.99,92.0,0,0,0,5,5
132,https://www.leathercompany.co.uk/images/products/zoom/1709654111-99314800.jpg,lb-6278q,TAN,0005068500,2025-02-01,2024-04-01,-,59.99,29.99,7.0,3,0,3,1,7
132,https://www.leathercompany.co.uk/images/products/zoom/1709654111-99314800.jpg,lb-6278q,WHITE,0005068600,2024-04-01,2024-04-01,-,59.99,29.99,0.0,14,1,1,12,28
133,https://www.leathercompany.co.uk/images/products/1589558644-92482400.jpg,V-27,BLACK,0003857500,2025-07-01,2024-09-01,-,85.00,39.99,4.0,4,17,4,0,25
133,https://www.leathercompany.co.uk/images/products/1589558644-92482400.jpg,V-27,CHESTNUT,0003857700,2024-11-01,2024-09-01,-,85.00,39.99,13.0,0,2,7,0,9
133,https://www.leathercompany.co.uk/images/products/1589558644-92482400.jpg,V-27,NAVY,0003857600,2024-09-01,2024-09-01,-,85.00,39.99,8.0,1,4,1,1,7
135,https://www.leathercompany.co.uk/images/products/1619110141-48191500.jpg,V-29,BLACK,0004129300,2024-02-01,2024-02-01,-,120.00,65.0,10.0,3,8,3,1,15
135,https://www.leathercompany.co.uk/images/products/1619110141-48191500.jpg,V-29,CHESTNUT,0004129500,2024-02-01,2024-02-01,-,120.00,65.0,4.0,3,8,4,2,17
135,https://www.leathercompany.co.uk/images/products/1619110141-48191500.jpg,V-29,NAVY,0004129400,2024-07-01,2024-02-01,-,120.00,65.0,7.0,3,3,5,0,11
136,https://www.leathercompany.co.uk/images/products/1602775098-24661700.jpg,D-80,BLACK,0004414300,2024-10-01,2024-10-01,-,29.99,22.49,0.0,0,9,4,3,16
136,https://www.leathercompany.co.uk/images/products/1602775098-24661700.jpg,D-80,DK BROWN,0004035200,2025-07-01,2024-10-01,-,29.99,22.49,9.0,0,2,3,0,5
136,https://www.leathercompany.co.uk/images/products/1602775098-24661700.jpg,D-80,DK GREY,0004034400,2024-11-01,2024-10-01,-,29.99,22.49,9.0,0,1,2,0,3
136,https://www.leathercompany.co.uk/images/products/1602775098-24661700.jpg,D-80,RED,0004034800,2025-07-01,2024-10-01,-,29.99,22.49,2.0,0,4,1,0,5
136,https://www.leathercompany.co.uk/images/products/1602775098-24661700.jpg,D-80,TAUPE,0004034600,2024-10-01,2024-10-01,-,29.99,22.49,0.0,0,4,3,0,7
136,https://www.leathercompany.co.uk/images/products/1602775098-24661700.jpg,D-80,TURQUISE,0004414400,2025-07-01,2024-10-01,-,29.99,22.49,5.0,0,2,1,0,3
136,https://www.leathercompany.co.uk/images/products/1602775098-24661700.jpg,D-80,YELLOW,0004034900,2025-04-01,2024-10-01,-,29.99,22.49,2.0,0,1,0,1,2
137,https://www.leathercompany.co.uk/images/products/zoom/1727779797-87968900.jpg,52234,BLACK/VT,0002390700,2024-11-01,2024-10-01,-,159.00,74.99,0.0,0,10,0,0,10
137,https://www.leathercompany.co.uk/images/products/zoom/1727779797-87968900.jpg,52234,BORDO/CROC,0003544300,2024-11-01,2024-10-01,-,159.00,74.99,19.0,0,10,4,2,16
137,https://www.leathercompany.co.uk/images/products/zoom/1727779797-87968900.jpg,52234,BRIDGE/VT,0002390800,2024-12-01,2024-10-01,-,159.00,74.99,34.0,1,1,0,0,2
137,https://www.leathercompany.co.uk/images/products/zoom/1727779797-87968900.jpg,52234,BROWN/CROC,0005294100,2024-10-01,2024-10-01,-,159.00,74.99,42.0,0,2,5,0,7
137,https://www.leathercompany.co.uk/images/products/zoom/1727779797-87968900.jpg,52234,COGNAC/CROC,0005293900,2024-11-01,2024-10-01,-,159.00,74.99,42.0,0,2,4,0,6
137,https://www.leathercompany.co.uk/images/products/zoom/1727779797-87968900.jpg,52234,GREEN/CROC,0005294000,2024-11-01,2024-10-01,-,159.00,74.99,39.0,0,1,3,0,4
137,https://www.leathercompany.co.uk/images/products/zoom/1727779797-87968900.jpg,52234,NAVY/CROC,0005296000,2024-12-01,2024-10-01,-,159.00,119.25,46.0,0,1,2,0,3
138,https://www.leathercompany.co.uk/images/products/1602856276-40236300.jpg,D-81,BLACK,0004414500,2024-10-01,2024-10-01,-,39.99,29.99,13.0,0,8,5,3,16
138,https://www.leathercompany.co.uk/images/products/1602856276-40236300.jpg,D-81,COGNAC,0004035400,2024-12-01,2024-10-01,-,39.99,29.99,16.0,0,1,3,3,7
138,https://www.leathercompany.co.uk/images/products/1602856276-40236300.jpg,D-81,DK BROWN,0004036100,2025-03-01,2024-10-01,-,39.99,29.99,9.0,0,0,2,0,2
138,https://www.leathercompany.co.uk/images/products/1602856276-40236300.jpg,D-81,NAVY,0004035600,2024-11-01,2024-10-01,-,39.99,29.99,6.0,0,4,1,3,8
138,https://www.leathercompany.co.uk/images/products/1602856276-40236300.jpg,D-81,ORANGE,0004035900,2024-11-01,2024-10-01,-,39.99,29.99,8.0,0,1,0,0,1
138,https://www.leathercompany.co.uk/images/products/1602856276-40236300.jpg,D-81,RED,0004035700,2024-12-01,2024-10-01,-,39.99,29.99,3.0,0,1,1,0,2
138,https://www.leathercompany.co.uk/images/products/1602856276-40236300.jpg,D-81,TAUPE,0004035500,2025-06-01,2024-10-01,-,39.99,29.99,3.0,0,2,0,1,3
138,https://www.leathercompany.co.uk/images/products/1602856276-40236300.jpg,D-81,TURQUISE,0004414600,2024-12-01,2024-10-01,-,39.99,29.99,1.0,0,3,2,0,5
138,https://www.leathercompany.co.uk/images/products/1602856276-40236300.jpg,D-81,YELLOW,0004035800,2025-01-01,2024-10-01,-,39.99,29.99,11.0,0,0,1,0,1
139,https://www.leathercompany.co.uk/images/products/zoom/1708431174-13672700.jpg,d-101,BLACK,0005049000,2024-12-01,2024-11-01,-,49.95,37.46,1.0,0,3,4,2,9
139,https://www.leathercompany.co.uk/images/products/zoom/1708431174-13672700.jpg,d-101,BRANDY,0005049100,2024-11-01,2024-11-01,-,49.95,37.46,2.0,0,7,12,2,21
139,https://www.leathercompany.co.uk/images/products/zoom/1708431174-13672700.jpg,d-101,GREEN,0005049200,2024-11-01,2024-11-01,-,49.95,37.46,1.0,0,2,2,2,6
139,https://www.leathercompany.co.uk/images/products/zoom/1708431174-13672700.jpg,d-101,NAVY,0005048900,2025-07-01,2024-11-01,-,49.95,37.46,3.0,0,1,3,0,4
139,https://www.leathercompany.co.uk/images/products/zoom/1708431174-13672700.jpg,d-101,PURPLE,0005049300,2025-03-01,2024-11-01,-,49.95,37.46,2.0,0,0,1,0,1
139,https://www.leathercompany.co.uk/images/products/zoom/1708431174-13672700.jpg,d-101,RED,0005049400,2025-03-01,2024-11-01,-,49.95,37.46,2.0,0,0,1,0,1
