Index,Image,Style,Colour,Offer SKU,SKURestockDate,StyleRestockDate,Cost Price,RRP,Sale Price,Stock,Q3 2024,Q4 2024,Q1 2025,Q2 2025,Total Sold
58,https://www.leathercompany.co.uk/images/products/zoom/1727958607-36697100.jpg,antrim,cameo rose,0005308000,2024-10-01,2024-10-01,-,129.00,48.99,16.0,0,12,5,3,20
60,https://www.leathercompany.co.uk/images/products/zoom/1705326808-63201900.jpg,64257,2 tone tan,0004925800,2023-11-01,2023-11-01,20.9,139.00,69.99,25.0,2,18,14,2,36
60,https://www.leathercompany.co.uk/images/products/zoom/1705326808-63201900.jpg,64257,BLACK,0005346800,2024-10-01,2023-11-01,20.9,139.00,69.99,57.0,0,24,10,5,39
60,https://www.leathercompany.co.uk/images/products/zoom/1705326808-63201900.jpg,64257,cotwold navy,0004925900,2023-11-01,2023-11-01,20.9,139.00,69.99,52.0,3,9,2,4,18
60,https://www.leathercompany.co.uk/images/products/zoom/1705326808-63201900.jpg,64257,parafin,0004926000,2023-11-01,2023-11-01,20.9,139.00,69.99,74.0,1,8,2,6,17
61,https://www.leathercompany.co.uk/images/products/zoom/1711641128-87273300.jpg,x-37,BLACK,0005054700,2025-06-01,2024-04-01,-,110.00,82.5,6.0,8,14,1,2,25
61,https://www.leathercompany.co.uk/images/products/zoom/1711641128-87273300.jpg,x-37,GREEN,0005054800,2025-04-01,2024-04-01,-,110.00,82.5,4.0,3,4,0,1,8
61,https://www.leathercompany.co.uk/images/products/zoom/1711641128-87273300.jpg,x-37,NAVY,0005054900,2024-04-01,2024-04-01,-,110.00,82.5,2.0,3,8,5,4,20
61,https://www.leathercompany.co.uk/images/products/zoom/1711641128-87273300.jpg,x-37,ORANGE,0005055000,2024-05-01,2024-04-01,-,110.00,82.5,5.0,4,1,1,6,12
61,https://www.leathercompany.co.uk/images/products/zoom/1711641128-87273300.jpg,x-37,PINK,0005055100,2025-04-01,2024-04-01,-,110.00,82.5,4.0,3,0,0,1,4
61,https://www.leathercompany.co.uk/images/products/zoom/1711641128-87273300.jpg,x-37,TAN,0005055200,2024-05-01,2024-04-01,-,110.00,82.5,3.0,3,12,5,5,25
61,https://www.leathercompany.co.uk/images/products/zoom/1711641128-87273300.jpg,x-37,TEAL,0005055300,2025-06-01,2024-04-01,-,110.00,82.5,2.0,3,3,1,1,8
61,https://www.leathercompany.co.uk/images/products/zoom/1711641128-87273300.jpg,x-37,WHITE,0005055400,2025-04-01,2024-04-01,-,110.00,82.5,2.0,4,1,0,6,11
61,https://www.leathercompany.co.uk/images/products/zoom/1711641128-87273300.jpg,x-37,WINE,0005055500,2025-07-01,2024-04-01,-,110.00,82.5,2.0,7,7,6,0,20
61,https://www.leathercompany.co.uk/images/products/zoom/1711641128-87273300.jpg,x-37,WOOD ROSE,0005055600,2024-09-01,2024-04-01,-,110.00,82.5,3.0,1,9,1,7,18
62,https://www.leathercompany.co.uk/images/products/zoom/1669133070-32307900.jpg,63788 croc,TAN/CROC,0004508000,2024-06-01,2024-06-01,-,100.00,39.99,0.0,11,88,1,0,100
63,https://www.leathercompany.co.uk/images/products/zoom/1731679615-27883000.jpg,derry,BERRY,0005385300,2025-02-01,2024-10-01,-,149.00,44.99,3.0,0,0,1,4,5
63,https://www.leathercompany.co.uk/images/products/zoom/1731679615-27883000.jpg,derry,BLACK,0005309300,2024-10-01,2024-10-01,-,149.00,44.99,78.0,0,53,49,5,107
63,https://www.leathercompany.co.uk/images/products/zoom/1731679615-27883000.jpg,derry,COGNAC,0005309400,2024-10-01,2024-10-01,-,149.00,44.99,42.0,0,26,23,2,51
63,https://www.leathercompany.co.uk/images/products/zoom/1731679615-27883000.jpg,derry,MUSHROOM,0005385400,2024-12-01,2024-10-01,-,149.00,44.99,1.0,0,1,6,2,9
64,https://www.leathercompany.co.uk/images/products/1590597996-79637500.jpg,V-20,BLACK,0003859000,2025-06-01,2023-05-01,-,69.00,39.99,5.0,10,18,4,1,33
64,https://www.leathercompany.co.uk/images/products/1590597996-79637500.jpg,V-20,CHESTNUT,0003859100,2023-05-01,2023-05-01,-,69.00,39.99,0.0,2,16,1,0,19
64,https://www.leathercompany.co.uk/images/products/1590597996-79637500.jpg,V-20,NAVY,0003859200,2025-06-01,2023-05-01,-,69.00,39.99,3.0,2,3,3,1,9
65,https://www.leathercompany.co.uk/images/products/zoom/1681999729-14242200.jpg,62661,INK BLUE,0004593200,2023-05-01,2023-05-01,-,139.00,59.99,0.0,9,0,0,0,9
66,https://www.leathercompany.co.uk/images/products/zoom/1727534760-67759100.jpg,21-027,BORDO/CROC,0005295400,2024-10-01,2024-10-01,-,149.00,68.99,0.0,0,45,7,0,52
66,https://www.leathercompany.co.uk/images/products/zoom/1727534760-67759100.jpg,21-027,BROWN/CROC,0005295500,2025-08-01,2024-10-01,-,149.00,68.99,1.0,0,26,28,2,56
66,https://www.leathercompany.co.uk/images/products/zoom/1727534760-67759100.jpg,21-027,NAVY/CROC,0005295600,2024-10-01,2024-10-01,-,149.00,68.99,0.0,0,25,30,0,55
67,https://www.leathercompany.co.uk/images/products/zoom/1708523699-05065000.jpg,x-39,BLACK,0005055700,2024-05-01,2024-05-01,-,140.00,99.99,5.0,6,20,11,4,41
67,https://www.leathercompany.co.uk/images/products/zoom/1708523699-05065000.jpg,x-39,GREEN,0005055800,2025-01-01,2024-05-01,-,140.00,99.99,2.0,1,0,1,2,4
67,https://www.leathercompany.co.uk/images/products/zoom/1708523699-05065000.jpg,x-39,NAVY,0005055900,2024-09-01,2024-05-01,-,140.00,99.99,6.0,1,8,2,2,13
67,https://www.leathercompany.co.uk/images/products/zoom/1708523699-05065000.jpg,x-39,ORANGE,0005056000,2024-05-01,2024-05-01,-,140.00,99.99,3.0,1,6,1,2,10
67,https://www.leathercompany.co.uk/images/products/zoom/1708523699-05065000.jpg,x-39,PINK,0005056100,2024-11-01,2024-05-01,-,140.00,99.99,4.0,1,5,4,2,12
67,https://www.leathercompany.co.uk/images/products/zoom/1708523699-05065000.jpg,x-39,TAN,0005056200,2024-06-01,2024-05-01,-,140.00,99.99,6.0,1,8,2,2,13
67,https://www.leathercompany.co.uk/images/products/zoom/1708523699-05065000.jpg,x-39,TEAL,0005056300,2025-08-01,2024-05-01,-,140.00,99.99,5.0,3,5,6,0,14
67,https://www.leathercompany.co.uk/images/products/zoom/1708523699-05065000.jpg,x-39,WHITE,0005056400,2024-11-01,2024-05-01,-,140.00,99.99,3.0,0,4,2,2,8
67,https://www.leathercompany.co.uk/images/products/zoom/1708523699-05065000.jpg,x-39,WINE,0005056500,2025-05-01,2024-05-01,-,140.00,99.99,4.0,2,9,1,1,13
67,https://www.leathercompany.co.uk/images/products/zoom/1708523699-05065000.jpg,x-39,WOOD ROSE,0005056600,2025-05-01,2024-05-01,-,140.00,99.99,3.0,0,3,3,3,9
68,https://www.leathercompany.co.uk/images/products/1666955520-40691200.jpg,63790,BLACK,0004475500,2023-10-01,2023-10-01,-,100.00,50.0,66.0,6,21,5,1,33
68,https://www.leathercompany.co.uk/images/products/1666955520-40691200.jpg,63790,TAN,0004475800,2024-09-01,2023-10-01,-,100.00,50.0,69.0,1,10,5,1,17
69,https://www.leathercompany.co.uk/images/products/zoom/1740145929-47692700.jpg,westminster,BLACK,0005437400,2025-02-01,2025-02-01,10.95,140.00,54.99,150.0,0,0,15,29,44
69,https://www.leathercompany.co.uk/images/products/zoom/1740145929-47692700.jpg,westminster,BLUSH,0005437500,2025-02-01,2025-02-01,10.95,140.00,54.99,74.0,0,0,1,17,18
69,https://www.leathercompany.co.uk/images/products/zoom/1740145929-47692700.jpg,westminster,COGNAC,0005437600,2025-02-01,2025-02-01,10.95,140.00,54.99,79.0,0,0,3,13,16
69,https://www.leathercompany.co.uk/images/products/zoom/1740145929-47692700.jpg,westminster,FERN,0005437700,2025-03-01,2025-02-01,10.95,140.00,54.99,72.0,0,0,2,20,22
69,https://www.leathercompany.co.uk/images/products/zoom/1740145929-47692700.jpg,westminster,HOT PINK,0005437800,2025-03-01,2025-02-01,10.95,140.00,54.99,83.0,0,0,1,9,10
70,https://www.leathercompany.co.uk/images/products/zoom/1731755866-41780600.jpg,Glasgow,BERRY,0005384200,2025-07-01,2024-11-01,-,95.00,33.99,16.0,0,2,3,0,5
70,https://www.leathercompany.co.uk/images/products/zoom/1731755866-41780600.jpg,Glasgow,BLACK,0005384100,2024-11-01,2024-11-01,-,95.00,33.99,49.0,0,33,41,4,78
70,https://www.leathercompany.co.uk/images/products/zoom/1731755866-41780600.jpg,Glasgow,COGNAC,0005384300,2024-11-01,2024-11-01,-,95.00,33.99,39.0,0,8,12,2,22
70,https://www.leathercompany.co.uk/images/products/zoom/1731755866-41780600.jpg,Glasgow,MUSHROOM,0005384400,2025-07-01,2024-11-01,-,95.00,33.99,16.0,0,2,3,0,5
70,https://www.leathercompany.co.uk/images/products/zoom/1731755866-41780600.jpg,Glasgow,NAVY,0005384500,2024-12-01,2024-11-01,-,95.00,33.99,20.0,0,14,13,6,33
71,https://www.leathercompany.co.uk/images/products/zoom/1727705753-57745600.jpg,GINA,BORDO/CROC,0005294800,2024-10-01,2024-02-01,-,169.00,78.99,8.0,0,12,21,9,42
71,https://www.leathercompany.co.uk/images/products/zoom/1727705753-57745600.jpg,GINA,BRIDGE/VT,0002391500,2024-02-01,2024-02-01,-,169.00,78.99,3.0,6,3,0,0,9
71,https://www.leathercompany.co.uk/images/products/zoom/1727705753-57745600.jpg,GINA,BROWN/VT,0004530000,2025-08-01,2024-02-01,-,169.00,78.99,0.0,0,7,1,0,8
71,https://www.leathercompany.co.uk/images/products/zoom/1727705753-57745600.jpg,GINA,COGNAC/CROC,0005294700,2024-11-01,2024-02-01,-,169.00,78.99,36.0,0,3,7,6,16
71,https://www.leathercompany.co.uk/images/products/zoom/1727705753-57745600.jpg,GINA,GREEN/CROC,0005294900,2024-11-01,2024-02-01,-,169.00,78.99,29.0,0,8,6,2,16
71,https://www.leathercompany.co.uk/images/products/zoom/1727705753-57745600.jpg,GINA,NAVY/CROC,0005295000,2024-11-01,2024-02-01,-,169.00,78.99,25.0,0,3,6,5,14
72,https://www.leathercompany.co.uk/images/products/zoom/1681999956-65653700.jpg,62835,BLACK/TAN,0004593000,2023-06-01,2023-06-01,-,99.99,50.0,0.0,0,0,0,0,0
73,https://www.leathercompany.co.uk/images/products/zoom/1725453719-05638500.jpg,Isabel,BLACK,0005270100,2024-09-01,2024-09-01,-,140.00,50.0,157.0,1,41,27,15,84
73,https://www.leathercompany.co.uk/images/products/zoom/1725453719-05638500.jpg,Isabel,COGNAC,0005270200,2024-11-01,2024-09-01,-,140.00,50.0,191.0,0,10,18,7,35
74,https://www.leathercompany.co.uk/images/products/zoom/1731681051-60828900.jpg,mourne,BERRY,0005385500,2024-12-01,2024-10-01,10.25,139.00,44.99,0.0,0,1,0,0,1
74,https://www.leathercompany.co.uk/images/products/zoom/1731681051-60828900.jpg,mourne,BLACK,0005309500,2024-10-01,2024-10-01,10.25,139.00,44.99,276.0,0,44,43,7,94
74,https://www.leathercompany.co.uk/images/products/zoom/1731681051-60828900.jpg,mourne,BLUSH,0005435600,2025-05-01,2024-10-01,10.25,139.00,44.99,91.0,0,0,0,1,1
74,https://www.leathercompany.co.uk/images/products/zoom/1731681051-60828900.jpg,mourne,COGNAC,0005309600,2024-12-01,2024-10-01,10.25,139.00,44.99,140.0,0,14,13,3,30
74,https://www.leathercompany.co.uk/images/products/zoom/1731681051-60828900.jpg,mourne,FERN,0005435700,2025-07-01,2024-10-01,10.25,139.00,44.99,97.0,0,0,1,0,1
74,https://www.leathercompany.co.uk/images/products/zoom/1731681051-60828900.jpg,mourne,HOT PINK,0005435800,2025-04-01,2024-10-01,10.25,139.00,44.99,95.0,0,0,0,2,2
74,https://www.leathercompany.co.uk/images/products/zoom/1731681051-60828900.jpg,mourne,MUSHROOM,0005385600,2024-11-01,2024-10-01,10.25,139.00,44.99,0.0,0,4,3,0,7
76,https://www.leathercompany.co.uk/images/products/1599131138-30361100.jpg,G-41,BLACK,0003934700,2024-10-01,2023-10-01,-,40.00,29.99,0.0,0,28,11,2,41
76,https://www.leathercompany.co.uk/images/products/1599131138-30361100.jpg,G-41,BRANDY,0003934900,2024-11-01,2023-10-01,-,40.00,29.99,8.0,0,8,7,1,16
76,https://www.leathercompany.co.uk/images/products/1599131138-30361100.jpg,G-41,TAN,0003934800,2023-10-01,2023-10-01,-,40.00,29.99,4.0,5,15,5,1,26
77,https://www.leathercompany.co.uk/images/products/zoom/1727256965-24115400.jpg,violet,BLACK,0005292700,2024-10-01,2024-10-01,8.95,99.99,29.99,333.0,0,36,23,5,64
77,https://www.leathercompany.co.uk/images/products/zoom/1727256965-24115400.jpg,violet,BROWN,0005292800,2024-10-01,2024-10-01,8.95,99.99,29.99,157.0,0,30,7,3,40
77,https://www.leathercompany.co.uk/images/products/zoom/1727256965-24115400.jpg,violet,COGNAC,0005292900,2024-10-01,2024-10-01,8.95,99.99,29.99,552.0,0,13,9,3,25
80,https://www.leathercompany.co.uk/images/products/zoom/1714039653-85597000.jpg,CURVE,GRAY,0000853300,2025-07-01,2024-11-01,-,59.99,29.99,31.0,0,9,2,0,11
80,https://www.leathercompany.co.uk/images/products/zoom/1714039653-85597000.jpg,CURVE,OLIVE,0004184500,2024-11-01,2024-11-01,-,59.99,29.99,42.0,0,5,2,0,7
80,https://www.leathercompany.co.uk/images/products/zoom/1714039653-85597000.jpg,CURVE,PAPAYA ORANGE,0004184300,2024-11-01,2024-11-01,-,59.99,29.99,148.0,0,1,0,0,1
80,https://www.leathercompany.co.uk/images/products/zoom/1714039653-85597000.jpg,CURVE,TAN,0000852900,2024-11-01,2024-11-01,-,59.99,29.99,0.0,0,11,5,0,16
80,https://www.leathercompany.co.uk/images/products/zoom/1714039653-85597000.jpg,CURVE,croc aubergine,0004505000,2024-11-01,2024-11-01,-,59.99,29.99,0.0,0,8,8,0,16
80,https://www.leathercompany.co.uk/images/products/zoom/1714039653-85597000.jpg,CURVE,croc burgundy,0004505400,2024-11-01,2024-11-01,-,59.99,29.99,0.0,0,17,0,0,17
80,https://www.leathercompany.co.uk/images/products/zoom/1714039653-85597000.jpg,CURVE,croc cognac,0004505500,2024-11-01,2024-11-01,-,59.99,29.99,83.0,0,27,25,1,53
81,https://www.leathercompany.co.uk/images/products/zoom/1725454411-25383500.jpg,Alice,BLACK,0005269700,2024-09-01,2024-09-01,-,147.00,50.0,179.0,1,37,23,7,68
81,https://www.leathercompany.co.uk/images/products/zoom/1725454411-25383500.jpg,Alice,COGNAC,0005269800,2024-09-01,2024-09-01,-,147.00,50.0,186.0,1,30,14,8,53
82,https://www.leathercompany.co.uk/images/products/1621442949-88864700.jpg,C-50,BLACK,0004148500,2025-07-01,2023-05-01,-,110.00,50.0,188.0,3,6,8,0,17
82,https://www.leathercompany.co.uk/images/products/1621442949-88864700.jpg,C-50,BORDUEX,0004151100,2025-07-01,2023-05-01,-,60.00,45.0,7.0,0,1,3,0,4
82,https://www.leathercompany.co.uk/images/products/1621442949-88864700.jpg,C-50,TAN,0004148300,2023-05-01,2023-05-01,-,110.00,50.0,143.0,6,9,11,9,35
82,https://www.leathercompany.co.uk/images/products/1621442949-88864700.jpg,C-50,TEAL,0004148400,2024-12-01,2023-05-01,-,60.00,45.0,9.0,0,1,1,0,2
83,https://www.leathercompany.co.uk/images/products/zoom/1679413714-17142100.jpg,mc 4,COGNAC/CROC,0004558800,2024-08-01,2023-05-01,-,99.00,48.99,0.0,2,5,0,0,7
83,https://www.leathercompany.co.uk/images/products/zoom/1679413714-17142100.jpg,mc 4,brandy croc,0004558700,2024-04-01,2023-05-01,-,99.00,48.99,0.0,1,3,0,0,4
84,https://www.leathercompany.co.uk/images/products/zoom/1731681394-82426800.jpg,Shannon,BERRY,0005383400,2025-04-01,2024-11-01,-,130.00,44.99,8.0,0,1,0,2,3
84,https://www.leathercompany.co.uk/images/products/zoom/1731681394-82426800.jpg,Shannon,BLACK,0005383300,2024-11-01,2024-11-01,-,130.00,44.99,0.0,0,41,38,7,86
84,https://www.leathercompany.co.uk/images/products/zoom/1731681394-82426800.jpg,Shannon,COGNAC,0005383500,2024-12-01,2024-11-01,-,130.00,44.99,4.0,0,7,9,2,18
84,https://www.leathercompany.co.uk/images/products/zoom/1731681394-82426800.jpg,Shannon,MUSHROOM,0005383600,2024-12-01,2024-11-01,-,130.00,44.99,4.0,0,1,2,3,6
85,https://www.leathercompany.co.uk/images/products/zoom/1727538078-08254500.jpg,52235,BRIDGE,0005296700,2024-10-01,2024-10-01,-,149.00,68.99,0.0,0,40,8,0,48
85,https://www.leathercompany.co.uk/images/products/zoom/1727538078-08254500.jpg,52235,COGNAC/CROC,0005295700,2024-10-01,2024-10-01,-,149.00,68.99,18.0,0,8,7,6,21
85,https://www.leathercompany.co.uk/images/products/zoom/1727538078-08254500.jpg,52235,GREEN/CROC,0005295800,2024-10-01,2024-10-01,-,149.00,68.99,34.0,0,6,6,3,15
85,https://www.leathercompany.co.uk/images/products/zoom/1727538078-08254500.jpg,52235,NAVY/CROC,0005295900,2024-10-01,2024-10-01,-,149.00,68.99,24.0,0,9,8,6,23
86,https://www.leathercompany.co.uk/images/products/1652459397-17868300.jpg,TRAVEL SET,BLACK,0004371900,2024-12-01,2024-09-01,-,69.95,39.99,23.0,0,2,3,0,5
86,https://www.leathercompany.co.uk/images/products/1652459397-17868300.jpg,TRAVEL SET,BLK/CROC,0004372500,2025-08-01,2024-09-01,-,69.95,39.99,134.0,0,2,1,1,4
86,https://www.leathercompany.co.uk/images/products/1652459397-17868300.jpg,TRAVEL SET,BLUSH CROC,0004372100,2024-09-01,2024-09-01,-,69.95,39.99,48.0,1,3,4,1,9
86,https://www.leathercompany.co.uk/images/products/1652459397-17868300.jpg,TRAVEL SET,BURGANDY,0004371800,2024-09-01,2024-09-01,-,69.95,39.99,15.0,1,3,3,4,11
86,https://www.leathercompany.co.uk/images/products/1652459397-17868300.jpg,TRAVEL SET,BURGANDY CROC,0004372400,2024-10-01,2024-09-01,-,69.95,39.99,0.0,0,2,0,0,2
86,https://www.leathercompany.co.uk/images/products/1652459397-17868300.jpg,TRAVEL SET,MUSHROOM CROC,0004372000,2024-10-01,2024-09-01,-,69.95,39.99,118.0,0,4,4,2,10
86,https://www.leathercompany.co.uk/images/products/1652459397-17868300.jpg,TRAVEL SET,NAVY/CROC,0004372300,2024-11-01,2024-09-01,-,69.95,39.99,136.0,0,2,1,0,3
86,https://www.leathercompany.co.uk/images/products/1652459397-17868300.jpg,TRAVEL SET,TEAL,0004371700,2024-12-01,2024-09-01,-,69.95,39.99,17.0,0,1,2,4,7
86,https://www.leathercompany.co.uk/images/products/1652459397-17868300.jpg,TRAVEL SET,TEAL/CROC,0004372200,2025-03-01,2024-09-01,-,69.95,39.99,119.0,0,2,1,1,4
87,https://www.leathercompany.co.uk/images/products/zoom/1728748923-77075600.jpg,slg-31342,GOLD,0004898400,2024-11-01,2024-10-01,-,29.99,14.0,251.0,0,10,5,2,17
87,https://www.leathercompany.co.uk/images/products/zoom/1728748923-77075600.jpg,slg-31342,GREEN,0004898200,2025-06-01,2024-10-01,-,29.99,14.0,44.0,0,16,7,2,25
87,https://www.leathercompany.co.uk/images/products/zoom/1728748923-77075600.jpg,slg-31342,ORANGE,0004898500,2024-12-01,2024-10-01,-,29.99,14.0,142.0,0,6,2,1,9
87,https://www.leathercompany.co.uk/images/products/zoom/1728748923-77075600.jpg,slg-31342,RASPBERRY,0004898100,2024-11-01,2024-10-01,-,29.99,14.0,232.0,0,15,6,1,22
87,https://www.leathercompany.co.uk/images/products/zoom/1728748923-77075600.jpg,slg-31342,ROSE GOLD,0004898300,2024-11-01,2024-10-01,-,29.99,14.0,249.0,0,18,4,0,22
87,https://www.leathercompany.co.uk/images/products/zoom/1728748923-77075600.jpg,slg-31342,SILVER,0005341600,2024-10-01,2024-10-01,-,29.99,14.0,94.0,0,12,4,1,17
88,https://www.leathercompany.co.uk/images/products/zoom/1727105427-41129300.jpg,naomi,BLACK,0005293300,2024-10-01,2024-09-01,8.95,94.99,29.99,329.0,0,39,23,3,65
88,https://www.leathercompany.co.uk/images/products/zoom/1727105427-41129300.jpg,naomi,BROWN,0005293400,2025-07-01,2024-09-01,8.95,94.99,29.99,184.0,0,4,9,0,13
88,https://www.leathercompany.co.uk/images/products/zoom/1727105427-41129300.jpg,naomi,COGNAC,0005293500,2024-09-01,2024-09-01,8.95,94.99,29.99,546.0,1,10,7,3,21
89,https://www.leathercompany.co.uk/images/products/zoom/1725453882-66046700.jpg,Evie,BLACK,0005270300,2024-10-01,2024-09-01,-,150.00,50.0,149.0,0,60,13,6,79
89,https://www.leathercompany.co.uk/images/products/zoom/1725453882-66046700.jpg,Evie,COGNAC,0005270400,2024-09-01,2024-09-01,-,150.00,50.0,199.0,1,19,7,3,30
90,https://www.leathercompany.co.uk/images/products/zoom/1740480858-52623400.jpg,ayr,BLACK,0005435900,2025-03-01,2025-03-01,6.95,110.00,31.99,159.0,0,0,6,33,39
90,https://www.leathercompany.co.uk/images/products/zoom/1740480858-52623400.jpg,ayr,BLUSH,0005436000,2025-04-01,2025-03-01,6.95,110.00,31.99,88.0,0,0,0,5,5
90,https://www.leathercompany.co.uk/images/products/zoom/1740480858-52623400.jpg,ayr,COGNAC,0005436100,2025-03-01,2025-03-01,6.95,110.00,31.99,90.0,0,0,3,7,10
90,https://www.leathercompany.co.uk/images/products/zoom/1740480858-52623400.jpg,ayr,FERN,0005436200,2025-04-01,2025-03-01,6.95,110.00,31.99,87.0,0,0,0,9,9
90,https://www.leathercompany.co.uk/images/products/zoom/1740480858-52623400.jpg,ayr,HOT PINK,0005436300,2025-05-01,2025-03-01,6.95,110.00,31.99,95.0,0,0,0,4,4
91,https://www.leathercompany.co.uk/images/products/zoom/1741708835-69963900.jpg,32049,2 tone tan,0005449100,2025-04-01,2025-03-01,5.0,65.00,26.99,192.0,0,0,0,4,4
91,https://www.leathercompany.co.uk/images/products/zoom/1741708835-69963900.jpg,32049,BEIGE,0005449200,2025-03-01,2025-03-01,5.0,65.00,26.99,194.0,0,0,1,5,6
91,https://www.leathercompany.co.uk/images/products/zoom/1741708835-69963900.jpg,32049,BLACK,0005449000,2025-03-01,2025-03-01,5.0,65.00,26.99,165.0,0,0,6,23,29
91,https://www.leathercompany.co.uk/images/products/zoom/1741708835-69963900.jpg,32049,DENIM,0005449300,2025-03-01,2025-03-01,5.0,65.00,26.99,186.0,0,0,1,11,12
91,https://www.leathercompany.co.uk/images/products/zoom/1741708835-69963900.jpg,32049,SAGE,0005449400,2025-04-01,2025-03-01,5.0,65.00,26.99,189.0,0,0,0,9,9
91,https://www.leathercompany.co.uk/images/products/zoom/1741708835-69963900.jpg,32049,WOOD ROSE,0005449500,2025-04-01,2025-03-01,5.0,65.00,26.99,187.0,0,0,0,9,9
92,https://www.leathercompany.co.uk/images/products/zoom/1727454715-95654000.jpg,dm3,BORDO/CROC,0005293700,2024-10-01,2024-01-01,-,169.00,78.99,0.0,0,36,20,0,56
92,https://www.leathercompany.co.uk/images/products/zoom/1727454715-95654000.jpg,dm3,BRIDGE,0004990800,2024-01-01,2024-01-01,-,169.00,78.99,0.0,1,10,0,0,11
92,https://www.leathercompany.co.uk/images/products/zoom/1727454715-95654000.jpg,dm3,GREEN/CROC,0005293800,2024-11-01,2024-01-01,-,169.00,78.99,23.0,0,11,11,5,27
93,https://www.leathercompany.co.uk/images/products/zoom/1740141224-38704600.jpg,perth,BLACK,0005430900,2025-02-01,2025-02-01,6.95,100.00,31.99,161.0,0,0,5,25,30
93,https://www.leathercompany.co.uk/images/products/zoom/1740141224-38704600.jpg,perth,BLUSH,0005431000,2025-04-01,2025-02-01,6.95,100.00,31.99,88.0,0,0,0,12,12
93,https://www.leathercompany.co.uk/images/products/zoom/1740141224-38704600.jpg,perth,COGNAC,0005431100,2025-03-01,2025-02-01,6.95,100.00,31.99,86.0,0,0,1,12,13
93,https://www.leathercompany.co.uk/images/products/zoom/1740141224-38704600.jpg,perth,FERN,0005431200,2025-03-01,2025-02-01,6.95,100.00,31.99,87.0,0,0,1,11,12
93,https://www.leathercompany.co.uk/images/products/zoom/1740141224-38704600.jpg,perth,HOT PINK,0005431300,2025-03-01,2025-02-01,6.95,100.00,31.99,93.0,0,0,1,5,6
94,https://www.leathercompany.co.uk/images/products/zoom/1731680884-96672900.jpg,bondoran,BERRY,0005385700,2025-07-01,2024-10-01,-,139.00,44.99,15.0,0,2,3,0,5
94,https://www.leathercompany.co.uk/images/products/zoom/1731680884-96672900.jpg,bondoran,BLACK,0005309900,2024-11-01,2024-10-01,-,139.00,44.99,86.0,0,24,23,5,52
94,https://www.leathercompany.co.uk/images/products/zoom/1731680884-96672900.jpg,bondoran,COGNAC,0005310000,2024-10-01,2024-10-01,-,139.00,44.99,42.0,0,12,10,1,23
94,https://www.leathercompany.co.uk/images/products/zoom/1731680884-96672900.jpg,bondoran,MUSHROOM,0005385800,2024-11-01,2024-10-01,-,139.00,44.99,24.0,0,3,14,3,20
95,https://www.leathercompany.co.uk/images/products/zoom/1728131896-26023600.jpg,AJ1,BLACK,0005326900,2024-10-01,2024-10-01,-,149.00,44.99,0.0,0,45,13,0,58
95,https://www.leathercompany.co.uk/images/products/zoom/1728131896-26023600.jpg,AJ1,NAVY,0005327000,2024-11-01,2024-10-01,-,149.00,44.99,27.0,0,5,10,3,18
95,https://www.leathercompany.co.uk/images/products/zoom/1728131896-26023600.jpg,AJ1,TAUPE,0005327100,2025-06-01,2024-10-01,-,149.00,44.99,35.0,0,7,7,3,17
96,https://www.leathercompany.co.uk/images/products/1621517275-76335200.jpg,C-51,BLACK,0004148900,2024-01-01,2023-12-01,-,90.00,65.0,1.0,5,6,3,2,16
96,https://www.leathercompany.co.uk/images/products/1621517275-76335200.jpg,C-51,BORDUEX,0004151200,2024-10-01,2023-12-01,-,90.00,65.0,4.0,0,4,3,1,8
96,https://www.leathercompany.co.uk/images/products/1621517275-76335200.jpg,C-51,GREEN,0004149000,2024-10-01,2023-12-01,-,90.00,65.0,1.0,0,9,2,1,12
96,https://www.leathercompany.co.uk/images/products/1621517275-76335200.jpg,C-51,TAN,0004148700,2023-12-01,2023-12-01,-,90.00,65.0,5.0,1,1,3,0,5
96,https://www.leathercompany.co.uk/images/products/1621517275-76335200.jpg,C-51,TEAL,0004148800,2025-05-01,2023-12-01,-,90.00,65.0,7.0,3,3,2,1,9
97,https://www.leathercompany.co.uk/images/products/1686931705-11711500.jpg,6052680,HONEY,0004804000,2023-07-01,2023-07-01,-,110.00,34.99,0.0,10,44,21,2,77
98,https://www.leathercompany.co.uk/images/products/zoom/1710238452-40583600.jpg,d-102,BLACK,0005049900,2024-11-01,2024-11-01,-,45.00,33.75,0.0,0,2,2,4,8
98,https://www.leathercompany.co.uk/images/products/zoom/1710238452-40583600.jpg,d-102,BRANDY,0005050000,2025-05-01,2024-11-01,-,45.00,33.75,2.0,0,4,0,11,15
98,https://www.leathercompany.co.uk/images/products/zoom/1710238452-40583600.jpg,d-102,GREEN,0005050100,2025-06-01,2024-11-01,-,45.00,33.75,6.0,0,1,1,3,5
98,https://www.leathercompany.co.uk/images/products/zoom/1710238452-40583600.jpg,d-102,NAVY,0005049800,2025-05-01,2024-11-01,-,45.00,33.75,4.0,0,0,1,5,6
98,https://www.leathercompany.co.uk/images/products/zoom/1710238452-40583600.jpg,d-102,PURPLE,0005050200,2025-01-01,2024-11-01,-,45.00,33.75,11.0,0,0,1,1,2
98,https://www.leathercompany.co.uk/images/products/zoom/1710238452-40583600.jpg,d-102,RED,0005050300,2025-02-01,2024-11-01,-,45.00,33.75,7.0,0,0,1,3,4
